ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-1811N|refseq:NP_010042|uniprotkb:Q07732	DIP-3792N|refseq:NP_009358|uniprotkb:P39727	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5763E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1923N|refseq:NP_012936|uniprotkb:Q02209	DIP-3793N|refseq:NP_009337|uniprotkb:P39711	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5764E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2109N|refseq:NP_012362|uniprotkb:P26755	DIP-2512N|refseq:NP_009404|uniprotkb:P22336	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5765E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1905N|refseq:NP_009502|uniprotkb:P34217	DIP-3794N|refseq:NP_009405|uniprotkb:P39707	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5766E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1646N|refseq:NP_009410|uniprotkb:P22209	DIP-1646N|refseq:NP_009410|uniprotkb:P22209	-	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5767E	dip-quality-status:core	dip:0005(high throughput)		-
DIP-3796N|refseq:NP_011583|uniprotkb:P53245	DIP-3795N|refseq:NP_009420|uniprotkb:P80235	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5768E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3797N|refseq:NP_015527|uniprotkb:Q06598	DIP-3798N|uniprotkb:O13562	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5769E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3800N|refseq:NP_015500|uniprotkb:Q06616	DIP-3801N|refseq:NP_014732|uniprotkb:P36017	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5773E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3800N|refseq:NP_015500|uniprotkb:Q06616	DIP-3802N|refseq:NP_012147|uniprotkb:P23250	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5774E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3800N|refseq:NP_015500|uniprotkb:Q06616	DIP-2062N|refseq:NP_010899|uniprotkb:P39996	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5775E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2756N|refseq:NP_015497|uniprotkb:Q06604	DIP-3804N|refseq:NP_009746|uniprotkb:P38301	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5777E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3816N|refseq:NP_013706|uniprotkb:P25087	DIP-3815N|refseq:NP_015438|uniprotkb:P06197	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5785E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2074N|refseq:NP_011423|uniprotkb:P49687	DIP-3817N|refseq:NP_015436|uniprotkb:P32328	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5787E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2880N|refseq:NP_015433|uniprotkb:Q06103	DIP-1322N|refseq:NP_010938|uniprotkb:P40016	 -	-	-	-	MI:0398(two hybrid pooling approach)|MI:0018(two hybrid)	-	pubmed:11283351|pubmed:DIP-1102S|pubmed:11742986|pubmed:DIP-1753S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0218(physical interaction)	MI:0465(dip)	DIP-5788E	dip-quality-status:core	dip:0005(high throughput)|dip:0002(small scale)		-
DIP-3806N|refseq:NP_015489|uniprotkb:P34167	DIP-3818N|refseq:NP_015431|uniprotkb:Q06098	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5789E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3818N|refseq:NP_015431|uniprotkb:Q06098	DIP-3819N|refseq:NP_009594|uniprotkb:P14180	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5790E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2003N|refseq:NP_015430|uniprotkb:Q06096	DIP-1490N|refseq:NP_013527|uniprotkb:Q06410	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5792E	dip-quality-status:	dip:0005(high throughput)		-
DIP-818N|refseq:NP_012122|uniprotkb:P40460	DIP-2003N|refseq:NP_015430|uniprotkb:Q06096	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5793E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1364N|refseq:NP_010798|uniprotkb:Q12306	DIP-3821N|refseq:NP_015429|uniprotkb:P39521	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5794E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1687N|refseq:NP_010459|uniprotkb:Q03973	DIP-3821N|refseq:NP_015429|uniprotkb:P39521	 -	-	-	-	MI:0398(two hybrid pooling approach)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:11283351|pubmed:DIP-1102S|pubmed:11805837|pubmed:DIP-1767S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-5795E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-1300N|refseq:NP_014690|uniprotkb:Q02794	DIP-2806N|refseq:NP_015428|uniprotkb:P30656	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5796E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1171N|refseq:NP_014771|uniprotkb:P21264	DIP-2943N|refseq:NP_015413|uniprotkb:P20424	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5798E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3824N|refseq:NP_015483|uniprotkb:Q06466	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5799E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3825N|refseq:NP_015481|uniprotkb:Q12374	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5800E	dip-quality-status:	dip:0005(high throughput)		-
DIP-701N|refseq:NP_015411|uniprotkb:P29055	DIP-1719N|refseq:NP_015391|uniprotkb:Q99344	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5801E	dip-quality-status:	dip:0005(high throughput)		-
DIP-701N|refseq:NP_015411|uniprotkb:P29055	DIP-2581N|refseq:NP_015357|uniprotkb:Q12038	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5802E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1207N|refseq:NP_015345|uniprotkb:Q12233	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5803E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3826N|refseq:NP_015228|uniprotkb:P48527	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5804E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3827N|refseq:NP_015231|uniprotkb:P21825	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5805E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2122N|refseq:NP_015274|uniprotkb:Q02804	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5806E	dip-quality-status:	dip:0005(high throughput)		-
DIP-701N|refseq:NP_015411|uniprotkb:P29055	DIP-3828N|refseq:NP_014914|uniprotkb:Q12029	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5808E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3829N|refseq:NP_014797|uniprotkb:Q12232	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5809E	dip-quality-status:	dip:0005(high throughput)		-
DIP-701N|refseq:NP_015411|uniprotkb:P29055	DIP-3830N|refseq:NP_014757|uniprotkb:Q12219	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5810E	dip-quality-status:	dip:0005(high throughput)		-
DIP-701N|refseq:NP_015411|uniprotkb:P29055	DIP-2309N|refseq:NP_014753|uniprotkb:Q12415	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5811E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3832N|refseq:NP_014722|uniprotkb:Q12067	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5813E	dip-quality-status:	dip:0005(high throughput)		-
DIP-701N|refseq:NP_015411|uniprotkb:P29055	DIP-2786N|refseq:NP_014717|uniprotkb:P06785	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5814E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3833N|refseq:NP_014707|uniprotkb:Q08465	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5815E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3834N|refseq:NP_014692|uniprotkb:Q08417	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5816E	dip-quality-status:	dip:0005(high throughput)		-
DIP-701N|refseq:NP_015411|uniprotkb:P29055	DIP-3835N|refseq:NP_014688|uniprotkb:P33448	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5817E	dip-quality-status:	dip:0005(high throughput)		-
DIP-701N|refseq:NP_015411|uniprotkb:P29055	DIP-3836N|refseq:NP_014680|uniprotkb:P38909	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5818E	dip-quality-status:	dip:0005(high throughput)		-
DIP-701N|refseq:NP_015411|uniprotkb:P29055	DIP-3837N|refseq:NP_014489|uniprotkb:Q12333	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5819E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3838N|uniprotkb:Q08293	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5820E	dip-quality-status:	dip:0005(high throughput)		-
DIP-933N|refseq:NP_014493|uniprotkb:P50875	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5821E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1982N|refseq:NP_014530|uniprotkb:Q12285	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5823E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1680N|refseq:NP_014571|uniprotkb:Q08229	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5824E	dip-quality-status:	dip:0005(high throughput)		-
DIP-701N|refseq:NP_015411|uniprotkb:P29055	DIP-3840N|refseq:NP_014575|uniprotkb:Q12362	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5825E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1995N|refseq:NP_014111|uniprotkb:P53829	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5826E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3841N|refseq:NP_014303|uniprotkb:P48164	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5827E	dip-quality-status:	dip:0005(high throughput)		-
DIP-701N|refseq:NP_015411|uniprotkb:P29055	DIP-3842N|refseq:NP_014337|uniprotkb:P41814	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5828E	dip-quality-status:	dip:0005(high throughput)		-
DIP-701N|refseq:NP_015411|uniprotkb:P29055	DIP-3843N|refseq:NP_014383|uniprotkb:P01095	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5829E	dip-quality-status:	dip:0005(high throughput)		-
DIP-701N|refseq:NP_015411|uniprotkb:P29055	DIP-3844N|refseq:NP_014046|uniprotkb:Q04869	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5830E	dip-quality-status:	dip:0005(high throughput)		-
DIP-701N|refseq:NP_015411|uniprotkb:P29055	DIP-3845N|refseq:NP_014035|uniprotkb:Q04951	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5831E	dip-quality-status:	dip:0005(high throughput)		-
DIP-701N|refseq:NP_015411|uniprotkb:P29055	DIP-3846N|refseq:NP_013990|uniprotkb:P38429	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5832E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3847N|refseq:NP_013918|uniprotkb:P36525	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5833E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3848N|refseq:NP_013909|uniprotkb:Q03233	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5834E	dip-quality-status:	dip:0005(high throughput)		-
DIP-701N|refseq:NP_015411|uniprotkb:P29055	DIP-3850N|refseq:NP_013602|uniprotkb:P29478	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5836E	dip-quality-status:	dip:0005(high throughput)		-
DIP-701N|refseq:NP_015411|uniprotkb:P29055	DIP-3852N|refseq:NP_013562|uniprotkb:P52919	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5838E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3853N|refseq:NP_013560|uniprotkb:Q06188	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5839E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3030N|refseq:NP_013398|uniprotkb:Q12349	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5840E	dip-quality-status:	dip:0005(high throughput)		-
DIP-1544N|uniprotkb:O13543	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5841E	dip-quality-status:	dip:0005(high throughput)		-
DIP-3854N|refseq:NP_013302|uniprotkb:Q05779	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5842E	dip-quality-status:	dip:0005(high throughput)		-
DIP-701N|refseq:NP_015411|uniprotkb:P29055	DIP-2462N|refseq:NP_013146|uniprotkb:P46675	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5843E	dip-quality-status:	dip:0005(high throughput)		-
DIP-701N|refseq:NP_015411|uniprotkb:P29055	DIP-3855N|refseq:NP_012714|uniprotkb:P36038	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5844E	dip-quality-status:	dip:0005(high throughput)		-
DIP-2670N|refseq:NP_012788|uniprotkb:P35999	DIP-701N|refseq:NP_015411|uniprotkb:P29055	 -	-	-	-	MI:0398(two hybrid pooling approach)	-	pubmed:11283351|pubmed:DIP-1102S	taxid:4932(Saccharomyces cerevisiae)	taxid:4932(Saccharomyces cerevisiae)	MI:0915(physical association)	MI:0465(dip)	DIP-5845E	dip-quality-status:	dip:0005(high throughput)		-
